Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001911,Male,Yes,0,Graduate,Yes,6758,1381,257.0,360.0,1.0,Rural,Y
LP001912,Male,No,0,Graduate,No,5373,10484,571.0,360.0,1.0,Semiurban,Y
LP001913,Male,nan,1,Graduate,No,9986,0,369.0,360.0,1.0,Urban,N
LP001914,Male,Yes,3+,Not Graduate,No,20054,1865,700.0,360.0,1.0,Semiurban,N
LP001915,Male,Yes,0,Not Graduate,No,8287,1502,254.0,360.0,1.0,Semiurban,Y
LP001916,Male,No,1,Graduate,Yes,8684,0,236.0,360.0,0.0,Rural,N
LP001917,Male,No,2,Graduate,No,5315,4389,244.0,360.0,0.0,Semiurban,N
LP001918,Female,Yes,2,Graduate,No,4514,1547,162.0,360.0,1.0,Urban,Y
LP001919,Male,Yes,0,Graduate,No,3694,6466,358.0,360.0,0.0,Urban,N
LP001920,Male,Yes,0,Not Graduate,No,2993,3430,126.0,360.0,1.0,Rural,N
LP001921,Female,No,0,Not Graduate,nan,3254,3569,262.0,360.0,0.0,Rural,N
LP001922,Male,Yes,1,Graduate,No,2185,0,82.0,360.0,1.0,Urban,N
LP001923,Female,Yes,2,Not Graduate,No,4696,1764,252.0,360.0,1.0,Urban,Y
LP001924,Female,Yes,0,Graduate,Yes,1788,3776,222.0,360.0,1.0,Rural,Y
LP001925,Male,No,0,Not Graduate,No,5511,0,,240.0,1.0,Urban,N
LP001926,Male,Yes,3+,Graduate,No,4808,10633,275.0,360.0,1.0,Semiurban,Y
LP001927,Male,Yes,2,Graduate,No,5367,1225,132.0,360.0,1.0,Semiurban,Y
LP001928,Male,Yes,nan,Graduate,No,3592,8736,299.0,360.0,,Semiurban,Y
LP001929,Male,No,2,Graduate,No,31135,0,700.0,180.0,1.0,Urban,N
LP001930,Male,Yes,0,Graduate,Yes,11115,0,356.0,360.0,1.0,Rural,Y
LP001931,Male,Yes,1,Not Graduate,No,2329,5341,280.0,360.0,1.0,Semiurban,Y
LP001932,Female,Yes,1,Graduate,No,5651,0,166.0,180.0,1.0,Urban,Y
LP001933,nan,Yes,0,Graduate,nan,3412,5458,156.0,360.0,1.0,Rural,Y
LP001934,Male,Yes,0,Graduate,No,2673,0,46.0,360.0,1.0,Rural,Y
LP001935,Male,No,1,Graduate,No,2199,0,90.0,360.0,1.0,Urban,Y
LP001936,Male,No,0,Graduate,No,6369,1561,176.0,360.0,1.0,Semiurban,Y
LP001937,Male,Yes,2,Graduate,Yes,3265,0,96.0,360.0,1.0,Semiurban,Y
LP001938,Female,No,1,Graduate,No,8784,2564,199.0,360.0,1.0,Semiurban,Y
LP001939,Male,Yes,3+,Graduate,No,8921,3905,330.0,,1.0,Semiurban,Y
LP001940,Male,Yes,0,Graduate,Yes,11207,0,208.0,360.0,0.0,Semiurban,N
LP001941,Male,Yes,0,Graduate,No,2947,0,132.0,360.0,1.0,Urban,Y
LP001942,Male,Yes,1,Not Graduate,No,6536,1870,235.0,360.0,1.0,Semiurban,Y
LP001943,Male,No,0,Graduate,Yes,7183,0,205.0,360.0,,Semiurban,N
LP001944,Female,No,1,Graduate,No,3697,3251,168.0,360.0,1.0,Semiurban,Y
LP001945,Male,No,2,Graduate,No,3093,5740,329.0,360.0,1.0,Urban,Y
LP001946,Male,Yes,0,Graduate,Yes,12909,5135,357.0,360.0,,Urban,Y
LP001947,Male,Yes,0,Graduate,No,5633,3045,,360.0,1.0,Urban,Y
LP001948,Female,Yes,0,Graduate,No,7198,1590,,360.0,1.0,Semiurban,Y
LP001949,Female,Yes,0,Graduate,No,3001,1887,,360.0,0.0,Semiurban,N
LP001950,Male,Yes,3+,Graduate,Yes,2364,0,91.0,360.0,0.0,Semiurban,N
LP001951,Male,Yes,2,Graduate,No,3492,0,83.0,360.0,1.0,Semiurban,Y
LP001952,Male,Yes,1,Not Graduate,No,4562,0,141.0,360.0,1.0,Rural,Y
LP001953,Male,Yes,1,Not Graduate,No,2595,4917,154.0,360.0,0.0,Rural,N
LP001954,Female,No,0,Graduate,No,4885,2876,249.0,360.0,1.0,Urban,Y
LP001955,Male,nan,3+,Graduate,No,1784,3014,92.0,360.0,1.0,Rural,Y
LP001956,Male,No,1,Not Graduate,No,2509,0,81.0,360.0,1.0,Urban,N
LP001957,Male,No,1,Not Graduate,No,7350,2077,301.0,360.0,1.0,Semiurban,Y
LP001958,Male,Yes,2,Graduate,No,7060,1559,234.0,360.0,0.0,Rural,N
LP001959,Male,Yes,0,Graduate,No,3884,0,112.0,360.0,0.0,Semiurban,N
LP001960,Male,No,2,Graduate,No,2668,1832,146.0,,,Urban,Y
LP001961,Male,Yes,0,Graduate,No,2653,0,72.0,360.0,0.0,Semiurban,Y
LP001962,Male,Yes,0,Graduate,No,3928,1822,123.0,360.0,1.0,Urban,Y
LP001963,Male,No,0,Graduate,No,7235,0,212.0,360.0,1.0,Urban,Y
LP001964,Male,Yes,3+,Graduate,No,8577,4131,381.0,360.0,1.0,Urban,Y
LP001965,Male,Yes,2,Graduate,No,3648,4291,214.0,180.0,1.0,Semiurban,Y
LP001966,Male,Yes,1,Not Graduate,No,2459,1400,117.0,480.0,1.0,Semiurban,Y
LP001967,Male,Yes,1,Graduate,nan,5771,5990,272.0,360.0,1.0,Semiurban,Y
LP001968,Male,Yes,1,Graduate,No,2998,6562,288.0,360.0,,Rural,N
LP001969,Male,Yes,3+,Graduate,nan,3601,1351,190.0,360.0,1.0,Rural,Y
LP001970,Male,Yes,0,Graduate,No,10885,1674,,360.0,1.0,Urban,Y
LP001971,Male,Yes,0,Not Graduate,No,8072,0,146.0,360.0,1.0,Semiurban,N
LP001972,Female,No,0,Graduate,Yes,5403,2689,219.0,360.0,1.0,Rural,Y
LP001973,Male,Yes,2,Graduate,No,2291,0,81.0,360.0,1.0,Semiurban,Y
LP001974,Male,Yes,2,Graduate,No,5579,0,133.0,360.0,0.0,Semiurban,Y
LP001975,Male,Yes,0,Graduate,No,9298,2503,420.0,360.0,1.0,Semiurban,Y
LP001976,Male,No,0,Not Graduate,No,3923,1320,215.0,360.0,1.0,Rural,Y
LP001977,Male,Yes,2,Graduate,No,11055,0,199.0,360.0,1.0,Semiurban,Y
LP001978,Male,Yes,0,Graduate,No,10674,3049,485.0,360.0,1.0,Semiurban,N
LP001979,Male,No,1,Graduate,No,13336,8296,494.0,360.0,,Urban,N
LP001980,Male,No,3+,Graduate,No,5902,2432,270.0,,0.0,Semiurban,N
LP001981,Male,Yes,0,Not Graduate,nan,6991,0,157.0,360.0,,Urban,N
LP001982,Male,No,0,Not Graduate,No,11481,8104,470.0,180.0,1.0,Urban,N
LP001983,Male,Yes,1,Graduate,No,6428,0,193.0,360.0,1.0,Urban,N
LP001984,Male,Yes,2,Graduate,Yes,3638,3638,245.0,360.0,1.0,Semiurban,N
LP001985,Male,Yes,0,Not Graduate,No,3755,0,94.0,360.0,1.0,Semiurban,Y
LP001986,Male,Yes,3+,Not Graduate,No,5671,0,165.0,360.0,0.0,Rural,N
LP001987,Male,No,0,Graduate,No,2265,6209,,360.0,1.0,Rural,Y
LP001988,Male,Yes,0,Graduate,No,4509,2816,158.0,360.0,,Semiurban,Y
LP001989,Male,Yes,1,Graduate,No,9489,0,235.0,360.0,1.0,Semiurban,Y
LP001990,Female,No,2,Not Graduate,No,1319,0,72.0,,1.0,Semiurban,Y
LP001991,Female,No,0,Graduate,nan,12341,4437,402.0,360.0,1.0,Urban,N
LP001992,Male,Yes,2,Graduate,No,9637,0,195.0,180.0,1.0,Rural,Y
LP001993,Male,Yes,0,Graduate,No,3729,3764,163.0,36.0,1.0,Semiurban,Y
LP001994,Male,Yes,0,Graduate,No,6809,0,152.0,240.0,1.0,Urban,Y
LP001995,Male,No,0,Graduate,No,4924,0,145.0,360.0,1.0,Rural,Y
LP001996,Male,No,2,Graduate,Yes,10280,0,380.0,360.0,1.0,Rural,Y
LP001997,Female,No,0,Graduate,No,8862,1693,197.0,360.0,1.0,Semiurban,Y
LP001998,Male,Yes,0,Graduate,No,2121,0,71.0,360.0,1.0,Semiurban,Y
LP001999,Female,Yes,0,Graduate,Yes,6990,0,217.0,360.0,1.0,Semiurban,Y
LP002000,Male,Yes,2,Graduate,No,4344,10391,428.0,360.0,1.0,Rural,Y
